Location,Date,Time,Vehicle_Count,Traffic_Density,Average_Speed,Road_Type,Weather,Accident_Reported,Signal_Status
Sector 35,2025-03-15,23:00:00,408,Low,13,Highway,Foggy,No,Red
Industrial Area,2025-03-16,00:00:00,1390,Medium,27,Highway,Rainy,Yes,Red
Sector 35,2025-03-16,01:00:00,1397,High,61,Main Road,Foggy,No,Red
Industrial Area,2025-03-16,02:00:00,1994,Medium,47,Main Road,Foggy,No,Green
Sector 22,2025-03-16,03:00:00,1981,High,29,Main Road,Foggy,No,Yellow
Sector 17,2025-03-16,04:00:00,1739,Low,53,Street,Sunny,Yes,Green
Sector 22,2025-03-16,05:00:00,1943,Medium,60,Highway,Cloudy,No,Red
Sector 43,2025-03-16,06:00:00,1951,Low,28,Highway,Sunny,No,Red
Sector 43,2025-03-16,07:00:00,701,Medium,77,Main Road,Cloudy,No,Yellow
Industrial Area,2025-03-16,08:00:00,1636,High,75,Main Road,Sunny,No,Red
IT Park,2025-03-16,09:00:00,1702,Medium,22,Highway,Foggy,No,Yellow
IT Park,2025-03-16,10:00:00,1494,Medium,71,Street,Cloudy,Yes,Red
Industrial Area,2025-03-16,11:00:00,95,High,70,Main Road,Sunny,No,Red
Sector 43,2025-03-16,12:00:00,1894,High,39,Main Road,Foggy,No,Green
Sector 43,2025-03-16,13:00:00,649,High,39,Highway,Rainy,No,Green
Sector 43,2025-03-16,14:00:00,769,Medium,60,Highway,Sunny,No,Yellow
Sector 22,2025-03-16,15:00:00,1962,Low,57,Main Road,Sunny,Yes,Green
Sector 43,2025-03-16,16:00:00,1342,Medium,42,Main Road,Rainy,No,Yellow
Sector 35,2025-03-16,17:00:00,650,Medium,28,Street,Sunny,No,Green
Sector 17,2025-03-16,18:00:00,430,Low,66,Street,Rainy,No,Yellow
Sector 43,2025-03-16,19:00:00,167,High,28,Street,Cloudy,No,Red
Industrial Area,2025-03-16,20:00:00,1639,Medium,50,Street,Rainy,No,Yellow
Sector 17,2025-03-16,21:00:00,165,Low,51,Main Road,Foggy,No,Green
Sector 22,2025-03-16,22:00:00,1703,High,61,Main Road,Rainy,No,Yellow
Industrial Area,2025-03-16,23:00:00,309,High,13,Main Road,Cloudy,No,Green
Sector 17,2025-03-17,00:00:00,1148,Medium,13,Street,Rainy,No,Red
Industrial Area,2025-03-17,01:00:00,1553,High,14,Main Road,Rainy,No,Green
Sector 22,2025-03-17,02:00:00,354,High,50,Highway,Cloudy,No,Red
Sector 35,2025-03-17,03:00:00,56,Low,70,Street,Sunny,Yes,Red
Sector 22,2025-03-17,04:00:00,415,Low,64,Highway,Sunny,No,Green
Sector 22,2025-03-17,05:00:00,1707,High,22,Street,Foggy,Yes,Red
Industrial Area,2025-03-17,06:00:00,572,Low,23,Main Road,Foggy,No,Green
IT Park,2025-03-17,07:00:00,1421,High,69,Street,Rainy,No,Yellow
Sector 43,2025-03-17,08:00:00,1511,Medium,34,Highway,Sunny,No,Red
Sector 43,2025-03-17,09:00:00,1288,Low,53,Street,Sunny,No,Yellow
Sector 35,2025-03-17,10:00:00,478,High,19,Highway,Rainy,No,Yellow
Sector 35,2025-03-17,11:00:00,840,High,59,Main Road,Cloudy,No,Green
Sector 43,2025-03-17,12:00:00,1571,Low,53,Highway,Sunny,No,Green
IT Park,2025-03-17,13:00:00,1613,Low,23,Main Road,Foggy,No,Red
Sector 43,2025-03-17,14:00:00,796,Medium,24,Highway,Rainy,No,Green
IT Park,2025-03-17,15:00:00,416,High,25,Main Road,Cloudy,No,Yellow
Sector 35,2025-03-17,16:00:00,362,Medium,11,Highway,Foggy,No,Yellow
Sector 17,2025-03-17,17:00:00,587,Medium,39,Main Road,Sunny,No,Yellow
Industrial Area,2025-03-17,18:00:00,970,Medium,39,Main Road,Cloudy,No,Red
Sector 35,2025-03-17,19:00:00,1127,Low,40,Main Road,Foggy,No,Green
Sector 35,2025-03-17,20:00:00,1614,Medium,29,Highway,Rainy,No,Yellow
Sector 22,2025-03-17,21:00:00,1540,Low,58,Highway,Cloudy,No,Red
Sector 22,2025-03-17,22:00:00,914,Low,44,Main Road,Cloudy,No,Green
Sector 22,2025-03-17,23:00:00,1237,Medium,32,Street,Rainy,No,Green
Industrial Area,2025-03-18,00:00:00,831,Medium,70,Main Road,Sunny,No,Yellow
Sector 22,2025-03-18,01:00:00,383,High,64,Street,Sunny,No,Red
IT Park,2025-03-18,02:00:00,1620,Medium,76,Main Road,Cloudy,No,Yellow
Sector 43,2025-03-18,03:00:00,847,High,17,Highway,Cloudy,No,Yellow
Sector 17,2025-03-18,04:00:00,397,Medium,49,Street,Cloudy,No,Red
Sector 35,2025-03-18,05:00:00,322,Medium,68,Highway,Foggy,No,Yellow
IT Park,2025-03-18,06:00:00,1012,Medium,41,Street,Cloudy,Yes,Red
Sector 17,2025-03-18,07:00:00,769,Medium,16,Street,Sunny,No,Red
IT Park,2025-03-18,08:00:00,1823,High,11,Street,Rainy,No,Yellow
IT Park,2025-03-18,09:00:00,1487,High,15,Street,Rainy,No,Yellow
Sector 35,2025-03-18,10:00:00,549,Medium,45,Highway,Rainy,No,Green
Sector 43,2025-03-18,11:00:00,1166,Medium,41,Street,Cloudy,No,Green
Sector 22,2025-03-18,12:00:00,734,High,54,Main Road,Cloudy,Yes,Red
Industrial Area,2025-03-18,13:00:00,128,Low,51,Main Road,Rainy,No,Red
Sector 43,2025-03-18,14:00:00,671,Low,62,Street,Foggy,No,Red
Industrial Area,2025-03-18,15:00:00,1290,Low,18,Highway,Foggy,No,Green
Sector 35,2025-03-18,16:00:00,996,High,58,Highway,Foggy,No,Yellow
Sector 35,2025-03-18,17:00:00,407,High,11,Street,Foggy,No,Yellow
Sector 35,2025-03-18,18:00:00,667,Low,76,Highway,Sunny,No,Green
Sector 17,2025-03-18,19:00:00,556,Low,20,Highway,Rainy,No,Yellow
Industrial Area,2025-03-18,20:00:00,1632,Medium,59,Highway,Sunny,Yes,Yellow
Sector 43,2025-03-18,21:00:00,1254,High,44,Street,Cloudy,No,Yellow
Sector 43,2025-03-18,22:00:00,625,High,24,Main Road,Foggy,No,Green
IT Park,2025-03-18,23:00:00,1319,Low,40,Main Road,Foggy,No,Red
IT Park,2025-03-19,00:00:00,293,Low,71,Main Road,Rainy,No,Yellow
IT Park,2025-03-19,01:00:00,555,High,37,Main Road,Foggy,No,Yellow
Sector 35,2025-03-19,02:00:00,471,Medium,34,Main Road,Rainy,No,Red
Sector 43,2025-03-19,03:00:00,1393,Low,34,Highway,Cloudy,No,Yellow
Industrial Area,2025-03-19,04:00:00,1160,High,10,Highway,Foggy,No,Yellow
Sector 35,2025-03-19,05:00:00,266,High,68,Highway,Foggy,No,Red
Sector 17,2025-03-19,06:00:00,1563,Medium,78,Street,Sunny,No,Green
IT Park,2025-03-19,07:00:00,1592,Medium,51,Highway,Rainy,Yes,Green
Sector 35,2025-03-19,08:00:00,1351,Low,43,Main Road,Rainy,No,Yellow
Sector 35,2025-03-19,09:00:00,1922,Low,75,Highway,Foggy,No,Yellow
Sector 17,2025-03-19,10:00:00,1795,Low,27,Main Road,Sunny,No,Red
Sector 22,2025-03-19,11:00:00,1058,High,14,Highway,Foggy,Yes,Red
Sector 43,2025-03-19,12:00:00,1242,Low,29,Main Road,Rainy,Yes,Yellow
Industrial Area,2025-03-19,13:00:00,379,High,75,Highway,Rainy,No,Yellow
Sector 22,2025-03-19,14:00:00,699,Low,71,Main Road,Foggy,No,Green
IT Park,2025-03-19,15:00:00,1514,Medium,41,Main Road,Cloudy,No,Green
Sector 35,2025-03-19,16:00:00,440,Medium,67,Street,Foggy,No,Green
Sector 17,2025-03-19,17:00:00,1569,High,59,Highway,Sunny,No,Green
Sector 17,2025-03-19,18:00:00,430,Medium,47,Main Road,Rainy,No,Red
Sector 43,2025-03-19,19:00:00,1379,High,64,Highway,Rainy,Yes,Green
Sector 22,2025-03-19,20:00:00,791,High,37,Main Road,Foggy,No,Green
Sector 43,2025-03-19,21:00:00,869,Medium,31,Street,Cloudy,No,Yellow
Sector 35,2025-03-19,22:00:00,722,High,52,Street,Rainy,No,Green
Sector 43,2025-03-19,23:00:00,562,Medium,45,Street,Foggy,Yes,Yellow
Industrial Area,2025-03-20,00:00:00,1821,Low,61,Street,Cloudy,No,Yellow
Sector 17,2025-03-20,01:00:00,998,Low,45,Main Road,Foggy,No,Green
Sector 17,2025-03-20,02:00:00,1261,Medium,37,Highway,Foggy,No,Green
IT Park,2025-03-20,03:00:00,979,Medium,67,Street,Foggy,No,Yellow
IT Park,2025-03-20,04:00:00,1589,Medium,45,Street,Rainy,Yes,Red
Sector 35,2025-03-20,05:00:00,962,Medium,79,Street,Cloudy,No,Yellow
Industrial Area,2025-03-20,06:00:00,693,Low,18,Highway,Sunny,No,Red
Sector 22,2025-03-20,07:00:00,476,High,30,Main Road,Sunny,No,Red
Sector 43,2025-03-20,08:00:00,551,High,73,Main Road,Rainy,No,Green
Sector 35,2025-03-20,09:00:00,779,Low,70,Main Road,Rainy,No,Green
IT Park,2025-03-20,10:00:00,1333,High,49,Main Road,Foggy,No,Green
Sector 43,2025-03-20,11:00:00,1586,Low,65,Highway,Foggy,No,Green
IT Park,2025-03-20,12:00:00,120,High,13,Highway,Cloudy,No,Yellow
Sector 43,2025-03-20,13:00:00,527,Medium,40,Highway,Foggy,No,Red
Sector 22,2025-03-20,14:00:00,1251,Medium,36,Street,Cloudy,No,Yellow
Sector 35,2025-03-20,15:00:00,506,Medium,67,Highway,Foggy,No,Red
Sector 43,2025-03-20,16:00:00,238,Low,34,Main Road,Foggy,No,Yellow
Industrial Area,2025-03-20,17:00:00,340,Low,78,Highway,Sunny,No,Red
Sector 17,2025-03-20,18:00:00,1593,High,79,Street,Rainy,No,Green
Industrial Area,2025-03-20,19:00:00,1838,High,14,Main Road,Cloudy,No,Red
Industrial Area,2025-03-20,20:00:00,969,High,17,Highway,Sunny,Yes,Green
Sector 17,2025-03-20,21:00:00,341,Low,18,Main Road,Foggy,No,Red
Industrial Area,2025-03-20,22:00:00,805,High,24,Main Road,Sunny,No,Yellow
Sector 43,2025-03-20,23:00:00,1708,Medium,16,Highway,Cloudy,No,Red
Sector 43,2025-03-21,00:00:00,1884,High,24,Highway,Rainy,No,Yellow
Sector 43,2025-03-21,01:00:00,1356,Medium,46,Street,Sunny,No,Yellow
Sector 17,2025-03-21,02:00:00,1617,Low,48,Highway,Cloudy,No,Green
Industrial Area,2025-03-21,03:00:00,1919,Medium,15,Highway,Foggy,Yes,Red
Sector 17,2025-03-21,04:00:00,426,Medium,66,Highway,Sunny,No,Yellow
Sector 43,2025-03-21,05:00:00,1731,Medium,28,Main Road,Rainy,No,Red
Industrial Area,2025-03-21,06:00:00,1229,Low,72,Street,Cloudy,No,Green
Industrial Area,2025-03-21,07:00:00,557,Low,40,Main Road,Rainy,No,Green
IT Park,2025-03-21,08:00:00,1486,Low,19,Highway,Foggy,No,Red
IT Park,2025-03-21,09:00:00,577,Low,76,Street,Rainy,No,Yellow
Sector 22,2025-03-21,10:00:00,1428,High,71,Highway,Foggy,No,Yellow
Sector 35,2025-03-21,11:00:00,608,Low,12,Main Road,Foggy,No,Yellow
IT Park,2025-03-21,12:00:00,1836,Medium,27,Main Road,Sunny,No,Red
Sector 17,2025-03-21,13:00:00,1260,Low,34,Highway,Foggy,Yes,Yellow
IT Park,2025-03-21,14:00:00,1104,High,29,Street,Rainy,No,Yellow
Sector 22,2025-03-21,15:00:00,309,High,67,Main Road,Sunny,No,Yellow
Industrial Area,2025-03-21,16:00:00,470,High,59,Highway,Foggy,No,Green
Sector 22,2025-03-21,17:00:00,1602,Medium,19,Highway,Cloudy,No,Yellow
Industrial Area,2025-03-21,18:00:00,1624,Low,30,Highway,Cloudy,Yes,Red
Industrial Area,2025-03-21,19:00:00,353,Low,38,Street,Foggy,No,Red
Sector 35,2025-03-21,20:00:00,991,Low,19,Highway,Sunny,No,Yellow
IT Park,2025-03-21,21:00:00,1112,Medium,22,Highway,Sunny,Yes,Red
Sector 17,2025-03-21,22:00:00,1562,Medium,56,Main Road,Sunny,No,Red
Sector 17,2025-03-21,23:00:00,1717,High,32,Highway,Rainy,No,Yellow
Sector 43,2025-03-22,00:00:00,591,High,59,Street,Cloudy,No,Green
Industrial Area,2025-03-22,01:00:00,1743,Low,13,Highway,Foggy,No,Yellow
Sector 17,2025-03-22,02:00:00,1351,Medium,76,Street,Foggy,No,Red
Sector 35,2025-03-22,03:00:00,1276,Medium,62,Highway,Cloudy,No,Red
Industrial Area,2025-03-22,04:00:00,1139,Low,11,Highway,Rainy,No,Yellow
Sector 35,2025-03-22,05:00:00,157,Low,77,Highway,Sunny,No,Red
Sector 17,2025-03-22,06:00:00,317,High,74,Street,Cloudy,Yes,Green
Sector 17,2025-03-22,07:00:00,271,High,66,Main Road,Foggy,No,Yellow
Sector 43,2025-03-22,08:00:00,1877,High,79,Street,Rainy,No,Red
Sector 17,2025-03-22,09:00:00,1603,Low,16,Main Road,Foggy,No,Green
Industrial Area,2025-03-22,10:00:00,1163,Low,28,Street,Sunny,No,Red
Industrial Area,2025-03-22,11:00:00,742,High,53,Highway,Cloudy,No,Green
Industrial Area,2025-03-22,12:00:00,304,High,72,Highway,Sunny,No,Red
Sector 43,2025-03-22,13:00:00,1528,Medium,74,Main Road,Rainy,No,Yellow
Sector 43,2025-03-22,14:00:00,302,Medium,48,Main Road,Cloudy,No,Red
Sector 17,2025-03-22,15:00:00,306,High,35,Street,Sunny,No,Yellow
Sector 22,2025-03-22,16:00:00,432,High,53,Street,Sunny,No,Green
Sector 22,2025-03-22,17:00:00,491,Medium,21,Main Road,Sunny,No,Green
Sector 43,2025-03-22,18:00:00,1931,High,31,Main Road,Rainy,No,Red
Sector 17,2025-03-22,19:00:00,648,Medium,23,Street,Sunny,No,Yellow
Sector 22,2025-03-22,20:00:00,1163,Medium,39,Main Road,Foggy,No,Yellow
Sector 17,2025-03-22,21:00:00,1822,Medium,53,Main Road,Cloudy,No,Green
Sector 17,2025-03-22,22:00:00,439,Low,47,Main Road,Cloudy,No,Green
Sector 17,2025-03-22,23:00:00,631,Low,68,Main Road,Sunny,No,Red
IT Park,2025-03-23,00:00:00,1117,High,51,Highway,Rainy,No,Green
Industrial Area,2025-03-23,01:00:00,1785,Medium,61,Highway,Foggy,No,Green
Sector 17,2025-03-23,02:00:00,1737,Low,72,Main Road,Foggy,No,Yellow
IT Park,2025-03-23,03:00:00,647,High,70,Street,Cloudy,No,Yellow
Sector 43,2025-03-23,04:00:00,68,High,43,Highway,Cloudy,No,Yellow
Sector 22,2025-03-23,05:00:00,1174,High,48,Street,Foggy,No,Green
Industrial Area,2025-03-23,06:00:00,1987,High,50,Street,Cloudy,No,Red
Sector 22,2025-03-23,07:00:00,656,High,46,Highway,Sunny,No,Red
Industrial Area,2025-03-23,08:00:00,1839,Medium,74,Street,Foggy,No,Green
Sector 22,2025-03-23,09:00:00,1430,High,41,Street,Cloudy,No,Red
Industrial Area,2025-03-23,10:00:00,1615,Medium,17,Main Road,Sunny,No,Green
Sector 22,2025-03-23,11:00:00,1834,Low,27,Main Road,Sunny,No,Red
Sector 22,2025-03-23,12:00:00,82,High,54,Main Road,Foggy,No,Green
Sector 22,2025-03-23,13:00:00,1302,Low,42,Highway,Sunny,No,Yellow
Sector 22,2025-03-23,14:00:00,1597,Medium,14,Main Road,Foggy,No,Red
Sector 43,2025-03-23,15:00:00,1703,Medium,45,Street,Sunny,No,Yellow
Sector 17,2025-03-23,16:00:00,911,Low,32,Street,Foggy,Yes,Yellow
Sector 35,2025-03-23,17:00:00,204,High,49,Street,Foggy,No,Red
IT Park,2025-03-23,18:00:00,1496,High,14,Street,Foggy,Yes,Green
Sector 35,2025-03-23,19:00:00,954,Low,43,Street,Foggy,No,Yellow
Sector 35,2025-03-23,20:00:00,1319,Low,33,Highway,Sunny,No,Yellow
Industrial Area,2025-03-23,21:00:00,454,Low,26,Street,Foggy,No,Green
Sector 17,2025-03-23,22:00:00,893,High,31,Highway,Cloudy,No,Green
Industrial Area,2025-03-23,23:00:00,1832,High,24,Street,Sunny,No,Red
Sector 17,2025-03-24,00:00:00,1614,High,24,Highway,Foggy,Yes,Red
Sector 17,2025-03-24,01:00:00,1234,Low,34,Highway,Sunny,No,Green
Sector 22,2025-03-24,02:00:00,796,High,62,Street,Sunny,No,Yellow
Sector 43,2025-03-24,03:00:00,1775,Medium,30,Street,Sunny,No,Green
Sector 22,2025-03-24,04:00:00,1190,Low,75,Street,Sunny,No,Red
Sector 43,2025-03-24,05:00:00,320,High,41,Street,Foggy,No,Yellow
Industrial Area,2025-03-24,06:00:00,819,Low,30,Main Road,Sunny,Yes,Yellow
Sector 43,2025-03-24,07:00:00,1765,Medium,77,Main Road,Cloudy,No,Red
Industrial Area,2025-03-24,08:00:00,1560,Medium,53,Highway,Sunny,No,Yellow
Sector 35,2025-03-24,09:00:00,1958,Low,75,Highway,Sunny,No,Green
Sector 35,2025-03-24,10:00:00,221,Low,23,Main Road,Cloudy,No,Red
Sector 43,2025-03-24,11:00:00,323,Medium,24,Highway,Foggy,No,Yellow
Sector 43,2025-03-24,12:00:00,308,Low,29,Street,Cloudy,Yes,Red
Industrial Area,2025-03-24,13:00:00,1208,Medium,43,Highway,Rainy,No,Yellow
Sector 22,2025-03-24,14:00:00,1756,Medium,45,Highway,Cloudy,No,Green
Industrial Area,2025-03-24,15:00:00,1795,High,18,Highway,Foggy,No,Red
Sector 22,2025-03-24,16:00:00,1821,Low,39,Main Road,Cloudy,No,Yellow
Sector 35,2025-03-24,17:00:00,471,Low,72,Main Road,Sunny,No,Green
Sector 17,2025-03-24,18:00:00,1494,High,44,Highway,Foggy,No,Green
Sector 43,2025-03-24,19:00:00,1259,Medium,22,Street,Rainy,No,Green
Sector 22,2025-03-24,20:00:00,413,Low,55,Highway,Foggy,No,Yellow
Industrial Area,2025-03-24,21:00:00,1680,High,65,Main Road,Sunny,No,Yellow
Sector 35,2025-03-24,22:00:00,427,High,18,Street,Rainy,No,Green
Sector 22,2025-03-24,23:00:00,1596,Low,45,Highway,Foggy,No,Green
Industrial Area,2025-03-25,00:00:00,629,High,12,Main Road,Foggy,Yes,Green
Sector 43,2025-03-25,01:00:00,940,Medium,28,Street,Sunny,Yes,Green
Sector 43,2025-03-25,02:00:00,771,High,37,Highway,Cloudy,No,Green
IT Park,2025-03-25,03:00:00,1269,Medium,32,Main Road,Cloudy,No,Yellow
Sector 17,2025-03-25,04:00:00,930,Medium,16,Street,Rainy,No,Red
IT Park,2025-03-25,05:00:00,1171,Low,23,Highway,Sunny,No,Red
Sector 35,2025-03-25,06:00:00,654,High,55,Street,Sunny,No,Red
Sector 22,2025-03-25,07:00:00,71,Medium,24,Street,Cloudy,No,Yellow
Sector 35,2025-03-25,08:00:00,1523,Medium,76,Street,Cloudy,No,Red
Industrial Area,2025-03-25,09:00:00,1245,High,24,Main Road,Rainy,Yes,Red
Sector 43,2025-03-25,10:00:00,432,Medium,60,Highway,Cloudy,No,Red
IT Park,2025-03-25,11:00:00,183,High,17,Street,Rainy,No,Red
IT Park,2025-03-25,12:00:00,1499,Low,78,Street,Foggy,No,Green
IT Park,2025-03-25,13:00:00,1098,Medium,71,Street,Rainy,No,Yellow
Sector 35,2025-03-25,14:00:00,552,Medium,60,Main Road,Rainy,Yes,Red
Sector 43,2025-03-25,15:00:00,1258,High,72,Street,Rainy,Yes,Green
Sector 22,2025-03-25,16:00:00,1158,High,77,Main Road,Foggy,No,Red
Industrial Area,2025-03-25,17:00:00,1640,High,25,Main Road,Cloudy,Yes,Red
Sector 22,2025-03-25,18:00:00,1836,High,33,Street,Rainy,No,Red
Sector 35,2025-03-25,19:00:00,193,Medium,15,Street,Cloudy,No,Red
Industrial Area,2025-03-25,20:00:00,1936,Low,66,Main Road,Rainy,No,Red
IT Park,2025-03-25,21:00:00,1983,Low,40,Main Road,Cloudy,No,Green
Sector 17,2025-03-25,22:00:00,1752,Low,15,Street,Rainy,No,Red
Sector 35,2025-03-25,23:00:00,1485,Low,38,Main Road,Cloudy,No,Green
Sector 35,2025-03-26,00:00:00,273,High,76,Main Road,Sunny,No,Red
Sector 43,2025-03-26,01:00:00,269,Medium,12,Street,Foggy,No,Yellow
Sector 22,2025-03-26,02:00:00,228,Medium,37,Street,Rainy,No,Green
Sector 35,2025-03-26,03:00:00,1704,Medium,57,Highway,Foggy,No,Red
Sector 35,2025-03-26,04:00:00,482,High,19,Street,Rainy,No,Green
IT Park,2025-03-26,05:00:00,314,Medium,42,Street,Sunny,No,Red
IT Park,2025-03-26,06:00:00,1003,High,76,Street,Sunny,No,Red
Industrial Area,2025-03-26,07:00:00,478,Medium,78,Highway,Foggy,No,Green
Sector 17,2025-03-26,08:00:00,1735,Low,21,Main Road,Rainy,Yes,Red
Sector 43,2025-03-26,09:00:00,465,High,66,Street,Cloudy,Yes,Red
Sector 17,2025-03-26,10:00:00,1526,Medium,53,Street,Rainy,No,Red
Industrial Area,2025-03-26,11:00:00,776,Low,22,Highway,Cloudy,No,Red
IT Park,2025-03-26,12:00:00,246,Low,33,Highway,Foggy,No,Red
Sector 22,2025-03-26,13:00:00,1627,Low,53,Highway,Foggy,No,Red
IT Park,2025-03-26,14:00:00,1126,High,66,Main Road,Sunny,No,Green
Sector 43,2025-03-26,15:00:00,529,High,25,Highway,Cloudy,No,Yellow
IT Park,2025-03-26,16:00:00,1516,Medium,30,Main Road,Rainy,No,Red
Sector 43,2025-03-26,17:00:00,1403,Low,60,Street,Sunny,No,Green
Sector 43,2025-03-26,18:00:00,1324,Medium,30,Street,Foggy,No,Yellow
Sector 43,2025-03-26,19:00:00,1880,Medium,69,Street,Sunny,No,Green
Industrial Area,2025-03-26,20:00:00,939,Low,60,Highway,Rainy,Yes,Yellow
Sector 43,2025-03-26,21:00:00,1856,Medium,30,Street,Rainy,No,Yellow
Sector 43,2025-03-26,22:00:00,974,High,15,Highway,Foggy,No,Yellow
Sector 22,2025-03-26,23:00:00,172,Medium,74,Main Road,Sunny,Yes,Green
Sector 17,2025-03-27,00:00:00,1952,Low,67,Street,Cloudy,No,Yellow
Sector 35,2025-03-27,01:00:00,1460,High,15,Main Road,Cloudy,No,Red
Sector 17,2025-03-27,02:00:00,1412,High,74,Highway,Cloudy,No,Red
Sector 43,2025-03-27,03:00:00,827,Medium,43,Highway,Rainy,No,Yellow
Sector 22,2025-03-27,04:00:00,397,Medium,65,Street,Sunny,Yes,Yellow
IT Park,2025-03-27,05:00:00,78,High,12,Street,Cloudy,No,Red
Sector 22,2025-03-27,06:00:00,1024,Medium,51,Highway,Sunny,Yes,Green
Sector 43,2025-03-27,07:00:00,84,Low,71,Street,Foggy,No,Green
Sector 22,2025-03-27,08:00:00,1591,Medium,15,Street,Cloudy,No,Red
Sector 22,2025-03-27,09:00:00,1469,Medium,15,Main Road,Sunny,No,Green
Sector 43,2025-03-27,10:00:00,672,High,72,Highway,Rainy,No,Green
Industrial Area,2025-03-27,11:00:00,1367,Medium,29,Main Road,Foggy,No,Yellow
Sector 22,2025-03-27,12:00:00,638,Medium,30,Street,Foggy,No,Green
Sector 35,2025-03-27,13:00:00,1422,Medium,11,Main Road,Foggy,Yes,Red
Sector 35,2025-03-27,14:00:00,1220,Low,65,Highway,Foggy,No,Green
Sector 22,2025-03-27,15:00:00,1140,Medium,19,Main Road,Rainy,No,Yellow
Industrial Area,2025-03-27,16:00:00,953,Low,79,Main Road,Rainy,No,Red
IT Park,2025-03-27,17:00:00,569,Low,32,Street,Cloudy,No,Red
Sector 43,2025-03-27,18:00:00,171,Low,39,Highway,Rainy,No,Red
Sector 35,2025-03-27,19:00:00,389,Low,46,Street,Rainy,No,Yellow
IT Park,2025-03-27,20:00:00,224,High,64,Street,Foggy,No,Red
Sector 22,2025-03-27,21:00:00,1973,Low,58,Highway,Rainy,No,Yellow
IT Park,2025-03-27,22:00:00,1764,Medium,43,Main Road,Foggy,No,Yellow
Sector 17,2025-03-27,23:00:00,646,Low,53,Street,Sunny,No,Green
Sector 35,2025-03-28,00:00:00,500,Medium,31,Main Road,Sunny,No,Red
Sector 22,2025-03-28,01:00:00,606,Low,40,Highway,Sunny,Yes,Green
Sector 43,2025-03-28,02:00:00,1209,High,16,Street,Sunny,No,Green
Industrial Area,2025-03-28,03:00:00,1928,Low,30,Main Road,Sunny,No,Yellow
Sector 22,2025-03-28,04:00:00,1089,Low,25,Main Road,Sunny,Yes,Green
Sector 43,2025-03-28,05:00:00,1406,High,29,Street,Sunny,No,Green
Industrial Area,2025-03-28,06:00:00,1268,Low,52,Highway,Foggy,No,Green
Industrial Area,2025-03-28,07:00:00,1569,Medium,53,Main Road,Foggy,No,Red
Sector 22,2025-03-28,08:00:00,58,Low,56,Highway,Foggy,Yes,Green
IT Park,2025-03-28,09:00:00,1901,Low,28,Street,Foggy,No,Yellow
IT Park,2025-03-28,10:00:00,383,Low,57,Main Road,Rainy,No,Red
Industrial Area,2025-03-28,11:00:00,1406,High,78,Main Road,Rainy,No,Yellow
IT Park,2025-03-28,12:00:00,1066,Low,20,Main Road,Cloudy,No,Red
Sector 17,2025-03-28,13:00:00,376,Low,38,Highway,Rainy,No,Red
Industrial Area,2025-03-28,14:00:00,64,Medium,54,Main Road,Foggy,No,Red
Industrial Area,2025-03-28,15:00:00,888,Low,77,Main Road,Foggy,No,Yellow
Sector 43,2025-03-28,16:00:00,1687,Low,45,Street,Sunny,No,Green
IT Park,2025-03-28,17:00:00,275,Low,57,Main Road,Sunny,No,Red
Industrial Area,2025-03-28,18:00:00,1498,Low,24,Highway,Cloudy,No,Yellow
Sector 17,2025-03-28,19:00:00,1863,Medium,53,Street,Rainy,No,Red
Sector 43,2025-03-28,20:00:00,1481,Medium,76,Street,Foggy,No,Green
Sector 22,2025-03-28,21:00:00,162,High,49,Main Road,Rainy,No,Red
Industrial Area,2025-03-28,22:00:00,1501,Low,23,Street,Cloudy,No,Yellow
Sector 17,2025-03-28,23:00:00,50,High,72,Main Road,Sunny,No,Red
Sector 35,2025-03-29,00:00:00,315,High,60,Street,Foggy,No,Yellow
Sector 17,2025-03-29,01:00:00,1564,Low,67,Highway,Sunny,Yes,Green
Sector 17,2025-03-29,02:00:00,1281,Medium,24,Main Road,Foggy,No,Green
Sector 43,2025-03-29,03:00:00,1695,Medium,74,Highway,Sunny,No,Red
Sector 22,2025-03-29,04:00:00,1785,Low,64,Main Road,Sunny,No,Green
Sector 35,2025-03-29,05:00:00,1001,Low,19,Highway,Cloudy,No,Yellow
IT Park,2025-03-29,06:00:00,1442,Medium,51,Highway,Rainy,No,Red
IT Park,2025-03-29,07:00:00,355,Low,20,Street,Sunny,No,Yellow
Sector 17,2025-03-29,08:00:00,61,Low,25,Main Road,Foggy,No,Red
Sector 43,2025-03-29,09:00:00,1418,Low,28,Street,Rainy,No,Yellow
Sector 43,2025-03-29,10:00:00,1538,Medium,40,Highway,Rainy,No,Red
IT Park,2025-03-29,11:00:00,1773,High,62,Main Road,Sunny,No,Yellow
Sector 35,2025-03-29,12:00:00,1739,High,17,Highway,Sunny,No,Yellow
Sector 22,2025-03-29,13:00:00,1567,Low,33,Highway,Sunny,No,Red
Sector 35,2025-03-29,14:00:00,1441,Medium,17,Highway,Rainy,Yes,Yellow
Industrial Area,2025-03-29,15:00:00,1919,Low,57,Highway,Cloudy,No,Green
Industrial Area,2025-03-29,16:00:00,986,Medium,39,Street,Sunny,No,Yellow
Sector 22,2025-03-29,17:00:00,469,Low,67,Highway,Rainy,No,Red
IT Park,2025-03-29,18:00:00,938,Medium,64,Street,Rainy,No,Green
Sector 22,2025-03-29,19:00:00,1864,Medium,71,Highway,Foggy,No,Green
Sector 43,2025-03-29,20:00:00,220,High,57,Main Road,Sunny,No,Yellow
